lemma,rank,lForm,pos,core_pmw
書評,19455,ショヒョウ,名詞,2.73
白川,19455,シラカワ,名詞,16.39
ジェシカ,19455,ジェシカ,名詞,0.91
ジュウゾウ,19455,ジュウゾウ,名詞,1.82
随一,19455,ズイイチ,名詞,1.82
節度,19455,セツド,名詞,0.91
戦慄,19455,センリツ,名詞,1.82
体当たり,19455,タイアタリ,名詞,0.91
叩き込む,19455,タタキコム,動詞,0.91
チズコ,19455,チズコ,名詞,0.91
追撃,19455,ツイゲキ,名詞,0.91
詰め掛ける,19455,ツメカケル,動詞,3.64
適宜,19455,テキギ,副詞,1.82
生臭い,19455,ナマグサイ,形容詞,3.64
人相,19455,ニンソウ,名詞,5.46
ＢＩＯＳ,19455,バイオス,名詞,3.64
晩秋,19455,バンシュウ,名詞,1.82
偏に,19455,ヒトエニ,副詞,3.64
独り歩き,19455,ヒトリアルキ,名詞,0.91
ピープル,19455,ピープル,名詞,3.64
ぶつかり合う,19455,ブツカリアウ,動詞,5.46
本籍,19455,ホンセキ,名詞,2.73
真心,19455,マゴコロ,名詞,2.73
マサ,19455,マサ,名詞,2.73
水木,19455,ミズキ,名詞,4.55
明暗,19455,メイアン,名詞,2.73
明太,19455,メンタイ,名詞,3.64
門人,19455,モンジン,名詞,2.73
ＵＶ,19455,ユーブイ,名詞,5.46
幼年,19455,ヨウネン,名詞,0.91
ヨコタ,19455,ヨコタ,名詞,0.91
ラック,19455,ラック,名詞,0.91
律儀,19455,リチギ,名詞,0.91
輪廻,19455,リンネ,名詞,1.82
言い伝え,19521,イイツタエ,名詞,1.82
エコロジー,19521,エコロジー,名詞,1.82
ＡＬＴ,19521,エーエルティー,名詞,1.82
音読,19521,オンドク,名詞,0.91
片目,19521,カタメ,名詞,1.82
カープ,19521,カープ,名詞,1.82
灸,19521,キュウ,名詞,1.82
強豪,19521,キョウゴウ,名詞,6.38
牛丼,19521,ギュウドン,名詞,11.84
枸櫞,19521,クエン,名詞,0.91
繰り入れ,19521,クリイレ,名詞,1.82
刳り抜く,19521,クリヌク,動詞,3.64
厳禁,19521,ゲンキン,名詞,1.82
コネクター,19521,コネクター,名詞,2.73
コロニー,19521,コロニー,名詞,0.91
仕留める,19521,シトメル,動詞,9.11
自爆,19521,ジバク,名詞,15.48
上官,19521,ジョウカン,名詞,6.38
折衷,19521,セッチュウ,名詞,0.91
そごう,19521,ソゴウ,名詞,3.64
立ち,19521,タチ,名詞,0.91
ダイオード,19521,ダイオード,名詞,1.82
着想,19521,チャクソウ,名詞,3.64
テンアンモン,19521,テンアンモン,名詞,0.91
天道,19521,テントウ,名詞,0.91
東宮,19521,トウグウ,名詞,1.82
ナツキ,19521,ナツキ,名詞,0.91
習い事,19521,ナライゴト,名詞,2.73
ヌーボー,19521,ヌーボー,名詞,1.82
発案,19521,ハツアン,名詞,2.73
母方,19521,ハハカタ,名詞,0.91
ばつ,19521,バツ,名詞,0.91
ヒミコ,19521,ヒミコ,名詞,2.73
ぶっきらぼう,19521,ブッキラボウ,名詞,1.82
ポップ,19521,ポップ,名詞,2.73
満塁,19521,マンルイ,名詞,10.02
ミズキ,19521,ミズキ,名詞,0.91
命日,19521,メイニチ,名詞,3.64
冥福,19521,メイフク,名詞,5.46
粗,19584,アラ,名詞,0.91
会食,19584,カイショク,名詞,2.73
各界,19584,カッカイ,名詞,2.73
皮切り,19584,カワキリ,名詞,5.46
ガーデニング,19584,ガーデニング,名詞,3.64
クリエーティブ,19584,クリエーティブ,形状詞,1.82
頸,19584,ケイ,名詞,1.82
迎撃,19584,ゲイゲキ,名詞,0.91
好色,19584,コウショク,名詞,0.91
始発,19584,シハツ,名詞,1.82
癪,19584,シャク,名詞,0.91
扇動,19584,センドウ,名詞,0.91
族,19584,ゾク,名詞,0.91
退任,19584,タイニン,名詞,10.02
怠慢,19584,タイマン,名詞,1.82
高らか,19584,タカラカ,形状詞,3.64
血塗れ,19584,チマミレ,形状詞,0.91
ちゃる,19584,チャル,助動詞,1.82
痛風,19584,ツウフウ,名詞,10.02
テナント,19584,テナント,名詞,4.55
トレーン,19584,トレーン,名詞,1.82
蔑ろ,19584,ナイガシロ,形状詞,3.64
擬える,19584,ナゾラエル,動詞,2.73
ナツキ,19584,ナツキ,名詞,2.73
ニシオカ,19584,ニシオカ,名詞,9.11
ネル,19584,ネル,名詞,0.91
乗り入れる,19584,ノリイレル,動詞,1.82
畔,19584,ハン,接尾辞,1.82
プレース,19584,プレース,名詞,10.93
ポルシェ,19584,ポルシェ,名詞,0.91
マエノ,19584,マエノ,名詞,5.46
魔王,19584,マオウ,名詞,1.82
松林,19584,マツバヤシ,名詞,5.46
回し,19584,マワシ,名詞,0.91
見切る,19584,ミキル,動詞,2.73
持ち堪える,19584,モチコタエル,動詞,2.73
宿す,19584,ヤドス,動詞,0.91
羊毛,19584,ヨウモウ,名詞,3.64
擁立,19584,ヨウリツ,名詞,9.11
ライカ,19584,ライカ,名詞,7.29
若衆,19584,ワカシュ,名詞,0.91
アウトレット,19640,アウトレット,名詞,4.55
イワクニ,19640,イワクニ,名詞,0.91
エフェクト,19640,エフェクト,名詞,1.82
エレメント,19640,エレメント,名詞,0.91
片,19640,カタ,接頭辞,1.82
カツミ,19640,カツミ,名詞,1.82
カネモト,19640,カネモト,名詞,0.91
気長,19640,キナガ,形状詞,0.91
決起,19640,ケッキ,名詞,1.82
嫌疑,19640,ケンギ,名詞,0.91
顕彰,19640,ケンショウ,名詞,6.38
公司,19640,コウシ,名詞,0.91
ゴッド,19640,ゴッド,名詞,1.82
蔑む,19640,サゲスム,動詞,1.82
設える,19640,シツラエル,動詞,1.82
習俗,19640,シュウゾク,名詞,5.46
小銃,19640,ショウジュウ,名詞,1.82
シンイチロウ,19640,シンイチロウ,名詞,1.82
持病,19640,ジビョウ,名詞,2.73
上方,19640,ジョウホウ,名詞,10.93
勢揃い,19640,セイゾロイ,名詞,1.82
即日,19640,ソクジツ,名詞,5.46
ダイバー,19640,ダイバー,名詞,2.73
ダミー,19640,ダミー,名詞,1.82
テルオ,19640,テルオ,名詞,0.91
天平,19640,テンピョウ,名詞,1.82
トイレット,19640,トイレット,名詞,3.64
トツカ,19640,トツカ,名詞,5.46
トレーラー,19640,トレーラー,名詞,7.29
剥げる,19640,ハゲル,動詞,0.91
東ドイツ,19640,ヒガシドイツ,名詞,1.82
卑屈,19640,ヒクツ,名詞,0.91
フォーマル,19640,フォーマル,形状詞,1.82
メッセ,19640,メッセ,名詞,2.73
ヤマガタ,19640,ヤマガタ,名詞,24.59
ユキヒロ,19640,ユキヒロ,名詞,0.91
揺らぎ,19640,ユラギ,名詞,1.82
養分,19640,ヨウブン,名詞,0.91
両社,19640,リョウシャ,名詞,8.2
アキバ,19699,アキバ,名詞,4.55
海豹,19699,アザラシ,名詞,1.82
足腰,19699,アシコシ,名詞,1.82
アトム,19699,アトム,名詞,17.31
溢れ出る,19699,アフレデル,動詞,0.91
異人,19699,イジン,名詞,2.73
恨めしい,19699,ウラメシイ,形容詞,1.82
下り物,19699,オリモノ,名詞,1.82
花,19699,カ,接尾辞,0.91
陰り,19699,カゲリ,名詞,0.91
重ね,19699,カサネ,名詞,0.91
カブキチョウ,19699,カブキチョウ,名詞,2.73
枯れ葉,19699,カレハ,名詞,1.82
観衆,19699,カンシュウ,名詞,9.11
カースト,19699,カースト,名詞,5.46
草刈り,19699,クサカリ,名詞,2.73
クラモト,19699,クラモト,名詞,5.46
撃沈,19699,ゲキチン,名詞,1.82
酷,19699,コク,形状詞,1.82
笹身,19699,ササミ,名詞,4.55
沈み込む,19699,シズミコム,動詞,1.82
謝礼,19699,シャレイ,名詞,9.11
ＣＴＲＬ,19699,シーティーアールエル,名詞,1.82
スクラップ,19699,スクラップ,名詞,0.91
戦況,19699,センキョウ,名詞,4.55
全権,19699,ゼンケン,名詞,1.82
即効,19699,ソッコウ,名詞,1.82
ソテー,19699,ソテー,名詞,2.73
退出,19699,タイシュツ,名詞,0.91
中産,19699,チュウサン,名詞,0.91
散らかる,19699,チラカル,動詞,0.91
連れ去る,19699,ツレサル,動詞,2.73
堂々,19699,ドウドウ,名詞,2.73
ナット,19699,ナット,名詞,8.2
名札,19699,ナフダ,名詞,0.91
人夫,19699,ニンプ,名詞,0.91
パイオニア,19699,パイオニア,名詞,0.91
フジサワ,19699,フジサワ,名詞,1.82
法王,19699,ホウオウ,名詞,3.64
忘却,19699,ボウキャク,名詞,0.91
ミニバン,19699,ミニバン,名詞,6.38
メディカル,19699,メディカル,名詞,0.91
ユズル,19699,ユズル,名詞,0.91
雷鳴,19699,ライメイ,名詞,0.91
理系,19699,リケイ,名詞,2.73
リバウンド,19699,リバウンド,名詞,1.82
ウィリー,19763,ウィリー,名詞,0.91
エコノミー,19763,エコノミー,名詞,4.55
演目,19763,エンモク,名詞,1.82
飼い,19763,カイ,接尾辞,2.73
買い得,19763,カイドク,名詞,2.73
罹る,19763,カカル,動詞,1.82
書き替え,19763,カキカエ,名詞,1.82
家財,19763,カザイ,名詞,0.91
芳しい,19763,カンバシイ,形容詞,0.91
我楽多,19763,ガラクタ,名詞,1.82
机上,19763,キジョウ,名詞,1.82
クレヨン,19763,クレヨン,名詞,3.64
軍医,19763,グンイ,名詞,0.91
肢体,19763,シタイ,名詞,2.73
収量,19763,シュウリョウ,名詞,0.91
新卒,19763,シンソツ,名詞,1.82
城跡,19763,ジョウセキ,名詞,4.55
拗ねる,19763,スネル,動詞,0.91
擂り鉢,19763,スリバチ,名詞,2.73
備え付け,19763,ソナエツケ,名詞,0.91
聳え立つ,19763,ソビエタツ,動詞,2.73
たじろぐ,19763,タジログ,動詞,0.91
襷,19763,タスキ,名詞,3.64
ＴＡ,19763,ティーエー,名詞,0.91
遠出,19763,トオデ,名詞,2.73
繁雑,19763,ハンザツ,名詞,2.73
バッファロー,19763,バッファロー,名詞,0.91
悲哀,19763,ヒアイ,名詞,3.64
漂着,19763,ヒョウチャク,名詞,0.91
鰭,19763,ヒレ,名詞,1.82
弗素,19763,フッソ,名詞,0.91
ブロンズ,19763,ブロンズ,名詞,1.82
分団,19763,ブンダン,名詞,0.91
ホープ,19763,ホープ,名詞,0.91
マツバラ,19763,マツバラ,名詞,3.64
御堂,19763,ミドウ,名詞,3.64
浮腫む,19763,ムクム,動詞,0.91
メラニン,19763,メラニン,名詞,3.64
ヨシザワ,19763,ヨシザワ,名詞,1.82
寄り道,19763,ヨリミチ,名詞,3.64
離散,19763,リサン,名詞,4.55
隣家,19763,リンカ,名詞,1.82
冷淡,19763,レイタン,名詞,0.91
レファレンス,19763,レファレンス,名詞,0.91
割り勘,19763,ワリカン,名詞,0.91
以北,19828,イホク,名詞,1.82
右岸,19828,ウガン,名詞,1.82
ＡＢＣ,19828,エービーシー,名詞,7.29
オクムラ,19828,オクムラ,名詞,3.64
嘉永,19828,カエイ,名詞,0.91
既,19828,キ,接頭辞,2.73
救難,19828,キュウナン,名詞,3.64
局地,19828,キョクチ,名詞,4.55
減ずる,19828,ゲンズル,動詞,0.91
国力,19828,コクリョク,名詞,0.91
サイバー,19828,サイバー,形状詞,3.64
差し控える,19828,サシヒカエル,動詞,0.91
シチリア,19828,シチリア,名詞,3.64
シュウゾウ,19828,シュウゾウ,名詞,0.91
常緑,19828,ジョウリョク,名詞,2.73
遷都,19828,セント,名詞,1.82
損する,19828,ソンスル,動詞,0.91
低廉,19828,テイレン,名詞,6.38
ディスコ,19828,ディスコ,名詞,0.91
樋,19828,トイ,名詞,0.91
取って置き,19828,トッテオキ,名詞,0.91
同課,19828,ドウカ,名詞,1.82
ドール,19828,ドール,名詞,0.91
日弁連,19828,ニチベンレン,名詞,0.91
願い事,19828,ネガイゴト,名詞,10.02
ノエル,19828,ノエル,名詞,0.91
反芻,19828,ハンスウ,名詞,5.46
引き落とし,19828,ヒキオトシ,名詞,2.73
菱,19828,ヒシ,名詞,0.91
ひたむき,19828,ヒタムキ,形状詞,3.64
平伏す,19828,ヒレフス,動詞,0.91
病害虫,19828,ビョウガイチュウ,名詞,7.29
ぴた,19828,ピタ,副詞,0.91
風化,19828,フウカ,名詞,1.82
傍観,19828,ボウカン,名詞,1.82
マスオ,19828,マスオ,名詞,1.82
マドンナ,19828,マドンナ,名詞,2.73
マミ,19828,マミ,名詞,0.91
焼餅,19828,ヤキモチ,名詞,1.82
薬味,19828,ヤクミ,名詞,3.64
安っぽい,19828,ヤスッポイ,形容詞,4.55
ライティング,19828,ライティング,名詞,4.55
リベンジ,19828,リベンジ,名詞,0.91
両軍,19828,リョウグン,名詞,3.64
アキモト,19888,アキモト,名詞,0.91
遊び心,19888,アソビゴコロ,名詞,2.73
イサミ,19888,イサミ,名詞,0.91
医大,19888,イダイ,名詞,2.73
一塁,19888,イチルイ,名詞,3.64
忌まわしい,19888,イマワシイ,形容詞,0.91
嫌々,19888,イヤイヤ,名詞,1.82
羽毛,19888,ウモウ,名詞,1.82
上書き,19888,ウワガキ,名詞,0.91
追い返す,19888,オイカエス,動詞,0.91
大股,19888,オオマタ,名詞,0.91
カオス,19888,カオス,名詞,0.91
夏期,19888,カキ,名詞,3.64
漢語,19888,カンゴ,名詞,1.82
寄稿,19888,キコウ,名詞,1.82
金品,19888,キンピン,名詞,0.91
黄金色,19888,コガネイロ,名詞,2.73
コクボ,19888,コクボ,名詞,3.64
最,19888,サイ,名詞,2.73
サイクリング,19888,サイクリング,名詞,1.82
忍び寄る,19888,シノビヨル,動詞,2.73
しんなり,19888,シンナリ,副詞,3.64
持久,19888,ジキュウ,名詞,0.91
重油,19888,ジュウユ,名詞,3.64
住吉,19888,スミヨシ,名詞,4.55
スモール,19888,スモール,名詞,1.82
赤軍,19888,セキグン,名詞,0.91
男優,19888,ダンユウ,名詞,5.46
千鳥,19888,チドリ,名詞,1.82
手品,19888,テジナ,名詞,0.91
ディスカッション,19888,ディスカッション,名詞,3.64
道内,19888,ドウナイ,名詞,40.08
ドナー,19888,ドナー,名詞,1.82
二の腕,19888,ニノウデ,名詞,4.55
人足,19888,ニンソク,名詞,0.91
寝起き,19888,ネオキ,名詞,5.46
年輩,19888,ネンパイ,名詞,0.91
排する,19888,ハイスル,動詞,0.91
範,19888,ハン,名詞,0.91
パッチ,19888,パッチ,名詞,0.91
碑文,19888,ヒブン,名詞,0.91
フランシス,19888,フランシス,名詞,2.73
星々,19888,ホシボシ,名詞,0.91
見窄らしい,19888,ミスボラシイ,形容詞,0.91
ミヤケ,19888,ミヤケ,名詞,7.29
ミランダ,19888,ミランダ,名詞,1.82
面食らう,19888,メンクラウ,動詞,0.91
模写,19888,モシャ,名詞,0.91
窶れる,19888,ヤツレル,動詞,3.64
用足し,19888,ヨウタシ,名詞,3.64
用量,19888,ヨウリョウ,名詞,1.82
ヨネザワ,19888,ヨネザワ,名詞,3.64
霊感,19888,レイカン,名詞,2.73
轆轤,19888,ロクロ,名詞,0.91
アイドリング,19963,アイドリング,名詞,0.91
アルジェリア,19963,アルジェリア,名詞,2.73
育種,19963,イクシュ,名詞,11.84
イングリッシュ,19963,イングリッシュ,名詞,0.91
ウォッチング,19963,ウォッチング,名詞,4.55
裏金,19963,ウラガネ,名詞,0.91
オゼ,19963,オゼ,名詞,0.91
カイフ,19963,カイフ,名詞,1.82
建材,19963,ケンザイ,名詞,4.55
コミヤ,19963,コミヤ,名詞,0.91
護岸,19963,ゴガン,名詞,0.91
叱咤,19963,シッタ,名詞,0.91
締め切る,19963,シメキル,動詞,1.82
小節,19963,ショウセツ,名詞,0.91
食前,19963,ショクゼン,名詞,2.73
上辺,19963,ジョウヘン,名詞,5.46
簾,19963,スダレ,名詞,0.91
精鋭,19963,セイエイ,名詞,1.82
精巧,19963,セイコウ,名詞,0.91
戦中,19963,センチュウ,名詞,4.55
チクゼン,19963,チクゼン,名詞,1.82
突き飛ばす,19963,ツキトバス,動詞,0.91
筒,19963,トウ,接尾辞,1.82
遠回り,19963,トオマワリ,名詞,1.82
涅槃,19963,ネハン,名詞,0.91
ハノイ,19963,ハノイ,名詞,1.82
悲嘆,19963,ヒタン,名詞,0.91
日雇い,19963,ヒヤトイ,名詞,0.91
ヒュー,19963,ヒュー,名詞,0.91
ピクチャー,19963,ピクチャー,名詞,0.91
暈かす,19963,ボカス,動詞,0.91
ミナ,19963,ミナ,名詞,0.91
目白,19963,メジロ,名詞,1.82
レパートリー,19963,レパートリー,名詞,1.82
分け合う,19963,ワケアウ,動詞,2.73
忘れ物,19963,ワスレモノ,名詞,4.55
■,20018,■,名詞,2.73
合い言葉,20018,アイコトバ,名詞,1.82
アカシ,20018,アカシ,名詞,4.55
朝晩,20018,アサバン,名詞,2.73
押し出し,20018,オシダシ,名詞,0.91
囮,20018,オトリ,名詞,0.91
奇異,20018,キイ,名詞,0.91
気さく,20018,キサク,形状詞,4.55
キタノ,20018,キタノ,名詞,2.73
咬合,20018,コウゴウ,名詞,2.73
コンパス,20018,コンパス,名詞,1.82
作風,20018,サクフウ,名詞,0.91
集金,20018,シュウキン,名詞,0.91
自粛,20018,ジシュク,名詞,0.91
スカイライン,20018,スカイライン,名詞,2.73
すらり,20018,スラリ,副詞,2.73
ゼウス,20018,ゼウス,名詞,3.64
退陣,20018,タイジン,名詞,10.93
退廃,20018,タイハイ,名詞,1.82
高み,20018,タカミ,名詞,2.73
短絡,20018,タンラク,名詞,1.82
チョン,20018,チョン,名詞,0.91
賃料,20018,チンリョウ,名詞,6.38
トリミング,20018,トリミング,名詞,1.82
ドライヤー,20018,ドライヤー,名詞,4.55
ナカガワ,20018,ナカガワ,名詞,2.73
ナツコ,20018,ナツコ,名詞,3.64
懐こい,20018,ナツコイ,形容詞,3.64
ニコラ,20018,ニコラ,名詞,0.91
日刊,20018,ニッカン,名詞,2.73
日朝,20018,ニッチョウ,名詞,6.38
発給,20018,ハッキュウ,名詞,9.11
発布,20018,ハップ,名詞,0.91
跳ね返す,20018,ハネカエス,動詞,0.91
バスケ,20018,バスケ,名詞,2.73
バージン,20018,バージン,名詞,0.91
船乗り,20018,フナノリ,名詞,0.91
ペンティアム,20018,ペンティアム,名詞,2.73
ぽっ,20018,ポッ,副詞,2.73
俎板,20018,マナイタ,名詞,0.91
見頃,20018,ミゴロ,名詞,2.73
浮腫み,20018,ムクミ,名詞,0.91
ムラマツ,20018,ムラマツ,名詞,1.82
ラバー,20018,ラバー,名詞,0.91
練,20018,レン,接尾辞,1.82
諫める,20079,イサメル,動詞,0.91
ウエット,20079,ウエット,形状詞,5.46
塩,20079,エン,名詞,2.73
怪,20079,カイ,接頭辞,13.66
懐石,20079,カイセキ,名詞,0.91
下図,20079,カズ,名詞,0.91
学名,20079,ガクメイ,名詞,3.64
奇,20079,キ,名詞,0.91
既得,20079,キトク,名詞,1.82
くよくよ,20079,クヨクヨ,副詞,0.91
競輪,20079,ケイリン,名詞,3.64
気色,20079,ケシキ,名詞,1.82
解熱,20079,ゲネツ,名詞,2.73
験,20079,ゲン,名詞,0.91
公館,20079,コウカン,名詞,7.29
口語,20079,コウゴ,名詞,2.73
コウサク,20079,コウサク,名詞,2.73
サミュエル,20079,サミュエル,名詞,2.73
締め出す,20079,シメダス,動詞,3.64
出征,20079,シュッセイ,名詞,1.82
出獄,20079,シュツゴク,名詞,1.82
床,20079,ショウ,接尾辞,8.2
場内,20079,ジョウナイ,名詞,1.82
素足,20079,スアシ,名詞,1.82
立ち話,20079,タチバナシ,名詞,2.73
度重なる,20079,タビカサナル,動詞,1.82
トラップ,20079,トラップ,名詞,0.91
取り止める,20079,トリヤメル,動詞,1.82
内服,20079,ナイフク,名詞,0.91
寝巻き,20079,ネマキ,名詞,0.91
蔓延る,20079,ハビコル,動詞,1.82
ビュッフェ,20079,ビュッフェ,名詞,1.82
二股,20079,フタマタ,名詞,0.91
付注,20079,フチュウ,名詞,1.82
フランコ,20079,フランコ,名詞,0.91
変人,20079,ヘンジン,名詞,2.73
解れる,20079,ホグレル,動詞,0.91
本作,20079,ホンサク,名詞,4.55
野性,20079,ヤセイ,名詞,6.38
山積み,20079,ヤマヅミ,名詞,4.55
横向き,20079,ヨコムキ,名詞,0.91
立像,20079,リツゾウ,名詞,1.82
ルーブル,20079,ルーブル,名詞,3.64
わあい,20079,ワアイ,感動詞,5.46
後退り,20148,アトズサリ,名詞,0.91
イワタ,20148,イワタ,名詞,11.84
ＥＭ,20148,イーエム,名詞,0.91
演芸,20148,エンゲイ,名詞,5.46
オオガキ,20148,オオガキ,名詞,11.84
思い思い,20148,オモイオモイ,副詞,0.91
買い戻す,20148,カイモドス,動詞,1.82
過多,20148,カタ,名詞,0.91
慣用,20148,カンヨウ,名詞,5.46
ケイタ,20148,ケイタ,名詞,4.55
権勢,20148,ケンセイ,名詞,2.73
兼任,20148,ケンニン,名詞,3.64
激増,20148,ゲキゾウ,名詞,1.82
高名,20148,コウメイ,名詞,0.91
コガ,20148,コガ,名詞,3.64
痕,20148,コン,接尾辞,0.91
極,20148,ゴク,接頭辞,0.91
差し向ける,20148,サシムケル,動詞,2.73
惨状,20148,サンジョウ,名詞,3.64
秀才,20148,シュウサイ,名詞,5.46
ステートメント,20148,ステートメント,名詞,1.82
窄める,20148,スボメル,動詞,0.91
全日空,20148,ゼンニックウ,名詞,2.73
祟り,20148,タタリ,名詞,0.91
ダン,20148,ダン,名詞,0.91
月見,20148,ツキミ,名詞,5.46
顛末,20148,テンマツ,名詞,0.91
取り留め,20148,トリトメ,名詞,0.91
左利き,20148,ヒダリキキ,名詞,0.91
火鉢,20148,ヒバチ,名詞,2.73
ファミレス,20148,ファミレス,名詞,3.64
町家,20148,マチヤ,名詞,0.91
脈拍,20148,ミャクハク,名詞,0.91
見分け,20148,ミワケ,名詞,2.73
麦茶,20148,ムギチャ,名詞,0.91
霊界,20148,レイカイ,名詞,2.73
歴,20148,レッキ,名詞,1.82
炉心,20148,ロシン,名詞,0.91
ロール,20148,ロール,名詞,1.82
明るみ,20211,アカルミ,名詞,0.91
鰓,20211,エラ,名詞,1.82
勧奨,20211,カンショウ,名詞,3.64
挙手,20211,キョシュ,名詞,0.91
口当たり,20211,クチアタリ,名詞,1.82
くらくら,20211,クラクラ,副詞,1.82
決別,20211,ケツベツ,名詞,0.91
小歌,20211,コウタ,名詞,0.91
コグレ,20211,コグレ,名詞,0.91
小島,20211,コジマ,名詞,4.55
下腹,20211,シタハラ,名詞,2.73
指南,20211,シナン,名詞,0.91
しゃくる,20211,シャクル,動詞,0.91
初診,20211,ショシン,名詞,0.91
ジェスチャー,20211,ジェスチャー,名詞,0.91
城郭,20211,ジョウカク,名詞,0.91
救い出す,20211,スクイダス,動詞,1.82
スターバックス,20211,スターバックス,名詞,1.82
戦乱,20211,センラン,名詞,1.82
ゼミ,20211,ゼミ,名詞,2.73
ぞ,20211,ゾ,助詞,2.73
タケ,20211,タケ,名詞,1.82
地デジ,20211,チデジ,名詞,0.91
ちょくちょく,20211,チョクチョク,副詞,3.64
直近,20211,チョッキン,名詞,1.82
作り話,20211,ツクリバナシ,名詞,1.82
ツル,20211,ツル,名詞,1.82
テナー,20211,テナー,名詞,0.91
トクヤマ,20211,トクヤマ,名詞,8.2
同右,20211,ドウウ,名詞,2.73
ハク,20211,ハク,名詞,0.91
ヒダ,20211,ヒダ,名詞,3.64
ＶＩＰ,20211,ブイアイピー,名詞,0.91
斑,20211,ブチ,名詞,0.91
打ち明ける,20211,ブチアケル,動詞,5.46
打ち壊す,20211,ブチコワス,動詞,1.82
ヘルニア,20211,ヘルニア,名詞,1.82
ミチヨ,20211,ミチヨ,名詞,2.73
弥勒,20211,ミロク,名詞,0.91
猛暑,20211,モウショ,名詞,6.38
毛頭,20211,モウトウ,副詞,1.82
野獣,20211,ヤジュウ,名詞,2.73
ヤタ,20211,ヤタ,名詞,0.91
■■■,20279,■■■,名詞,16.39
安息,20279,アンソク,名詞,3.64
イタミ,20279,イタミ,名詞,3.64
暇,20279,イトマ,名詞,0.91
売り切れる,20279,ウリキレル,動詞,0.91
沿革,20279,エンカク,名詞,0.91
画定,20279,カクテイ,名詞,0.91
仮装,20279,カソウ,名詞,1.82
甘味,20279,カンミ,名詞,1.82
球菌,20279,キュウキン,名詞,1.82
クローバー,20279,クローバー,名詞,0.91
肥える,20279,コエル,動詞,5.46
擦り付ける,20279,コスリツケル,動詞,1.82
コテージ,20279,コテージ,名詞,2.73
極く極く,20279,ゴクゴク,副詞,2.73
さら,20279,サラ,副詞,2.73
椎,20279,シイ,名詞,0.91
湿疹,20279,シッシン,名詞,0.91
白木,20279,シロキ,名詞,1.82
シンノスケ,20279,シンノスケ,名詞,1.82
心霊,20279,シンレイ,名詞,10.02
自費,20279,ジヒ,名詞,1.82
前輪,20279,ゼンリン,名詞,0.91
体得,20279,タイトク,名詞,0.91
手代,20279,テダイ,名詞,1.82
当代,20279,トウダイ,名詞,0.91
恍ける,20279,トボケル,動詞,0.91
ドラッグストアー,20279,ドラッグストアー,名詞,1.82
荷作り,20279,ニヅクリ,名詞,0.91
抜け出る,20279,ヌケデル,動詞,0.91
眠たい,20279,ネムタイ,形容詞,0.91
バラード,20279,バラード,名詞,1.82
引き分け,20279,ヒキワケ,名詞,0.91
ヒサオ,20279,ヒサオ,名詞,1.82
ヒロキ,20279,ヒロキ,名詞,3.64
副業,20279,フクギョウ,名詞,4.55
振り袖,20279,フリソデ,名詞,0.91
ぽっち,20279,ポッチ,接尾辞,0.91
マンダラ,20279,マンダラ,名詞,0.91
水際,20279,ミズギワ,名詞,5.46
ミナミ,20279,ミナミ,名詞,3.64
無我,20279,ムガ,名詞,1.82
無尽,20279,ムジン,名詞,4.55
目上,20279,メウエ,名詞,0.91
メル友,20279,メルトモ,名詞,3.64
陸路,20279,リクロ,名詞,1.82
リピーター,20279,リピーター,名詞,3.64
両岸,20279,リョウガン,名詞,1.82
アスパラガス,20352,アスパラガス,名詞,3.64
アナリスト,20352,アナリスト,名詞,2.73
アルト,20352,アルト,名詞,0.91
アロー,20352,アロー,名詞,0.91
アンドリュー,20352,アンドリュー,名詞,2.73
安否,20352,アンピ,名詞,9.11
勇ましい,20352,イサマシイ,形容詞,3.64
一読,20352,イチドク,名詞,1.82
ウラヤス,20352,ウラヤス,名詞,0.91
エントランス,20352,エントランス,名詞,5.46
追い打ち,20352,オイウチ,名詞,0.91
送り付ける,20352,オクリツケル,動詞,4.55
確執,20352,カクシツ,名詞,3.64
騙る,20352,カタル,動詞,3.64
カモガワ,20352,カモガワ,名詞,1.82
カワニシ,20352,カワニシ,名詞,9.11
急変,20352,キュウヘン,名詞,1.82
空前,20352,クウゼン,名詞,2.73
コウノスケ,20352,コウノスケ,名詞,0.91
小魚,20352,コザカナ,名詞,1.82
護送,20352,ゴソウ,名詞,0.91
裁断,20352,サイダン,名詞,0.91
索引,20352,サクイン,名詞,0.91
サクラ,20352,サクラ,名詞,10.02
シュウ,20352,シュウ,名詞,4.55
師走,20352,シワス,名詞,1.82
深化,20352,シンカ,名詞,1.82
時,20352,ジ,接頭辞,0.91
熟語,20352,ジュクゴ,名詞,1.82
女官,20352,ジョカン,名詞,0.91
ジョバンニ,20352,ジョバンニ,名詞,0.91
スピーディー,20352,スピーディー,形状詞,4.55
スライダー,20352,スライダー,名詞,10.93
スワップ,20352,スワップ,名詞,0.91
セリーグ,20352,セリーグ,名詞,5.46
前菜,20352,ゼンサイ,名詞,2.73
即死,20352,ソクシ,名詞,0.91
手強い,20352,テゴワイ,形容詞,1.82
テック,20352,テック,名詞,5.46
天保,20352,テンポウ,名詞,1.82
陶酔,20352,トウスイ,名詞,0.91
トヨタ,20352,トヨタ,名詞,2.73
鉢巻き,20352,ハチマキ,名詞,2.73
ぴい,20352,ピイ,副詞,0.91
風速,20352,フウソク,名詞,0.91
ほったらかし,20352,ホッタラカシ,名詞,1.82
